url,content,dataset,period,duplicate_count,alpha_engagement,beta_engagement,total_engagement,source_engagement,selection_phase,priority_measures_hit,inclusion_prob,design_weight,cluster_weight,stratum_seed
http://x/one/01/86,text one 01 86,one,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/3,text one 01 3,one,2026-01,1,6.0,0.0,6.0,1.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/353,text one 01 353,one,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/180,text one 01 180,one,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/4,text one 01 4,one,2026-01,1,3.0,0.0,3.0,1.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/219,text one 01 219,one,2026-01,1,3.0,0.0,3.0,1.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/117,text one 01 117,one,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/298,text one 01 298,one,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/299,text one 01 299,one,2026-01,1,3.0,0.0,3.0,0.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/224,text one 01 224,one,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/171,text one 01 171,one,2026-01,1,6.0,0.0,6.0,1.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/292,text one 01 292,one,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/311,text one 01 311,one,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/155,text one 01 155,one,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/389,text one 01 389,one,2026-01,1,6.0,0.0,6.0,0.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/273,text one 01 273,one,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/220,text one 01 220,one,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/235,text one 01 235,one,2026-01,1,3.0,0.0,3.0,0.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/one/01/162,text one 01 162,one,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1578947368421052,6.333333333333334,6.333333333333334,992378095
http://x/two/01/46,text two 01 46,two,2026-01,1,6.0,0.0,6.0,1.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/77,text two 01 77,two,2026-01,1,6.0,0.0,6.0,0.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/117,text two 01 117,two,2026-01,1,6.0,0.0,6.0,1.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/135,text two 01 135,two,2026-01,1,6.0,0.0,6.0,0.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/167,text two 01 167,two,2026-01,1,6.0,0.0,6.0,1.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/189,text two 01 189,two,2026-01,1,6.0,0.0,6.0,1.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/193,text two 01 193,two,2026-01,1,6.0,0.0,6.0,0.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/210,text two 01 210,two,2026-01,1,6.0,0.0,6.0,1.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/219,text two 01 219,two,2026-01,1,6.0,0.0,6.0,1.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/224,viral text 0,two,2026-01,15,10225.463685387287,0.0,10225.463685387287,340.84878951290955,priority,1,1.0,1.0,15.0,1932643646
http://x/two/01/233,text two 01 233,two,2026-01,1,6.0,0.0,6.0,0.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/266,text two 01 266,two,2026-01,1,6.0,0.0,6.0,0.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/287,text two 01 287,two,2026-01,1,6.0,0.0,6.0,0.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/308,text two 01 308,two,2026-01,1,6.0,0.0,6.0,0.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/312,text two 01 312,two,2026-01,1,6.0,0.0,6.0,1.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/313,text two 01 313,two,2026-01,1,6.0,0.0,6.0,0.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/372,text two 01 372,two,2026-01,1,6.0,0.0,6.0,1.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/373,text two 01 373,two,2026-01,1,6.0,0.0,6.0,0.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/379,text two 01 379,two,2026-01,1,6.0,0.0,6.0,1.0,priority,1,1.0,1.0,1.0,1932643646
http://x/two/01/282,text two 01 282,two,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/137,text two 01 137,two,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/309,text two 01 309,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/349,text two 01 349,two,2026-01,1,6.0,0.0,6.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/190,text two 01 190,two,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/384,text two 01 384,two,2026-01,1,3.0,0.0,3.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/76,text two 01 76,two,2026-01,1,3.0,0.0,3.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/191,text two 01 191,two,2026-01,1,3.0,0.0,3.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/334,text two 01 334,two,2026-01,1,6.0,0.0,6.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/43,text two 01 43,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/213,text two 01 213,two,2026-01,1,3.0,0.0,3.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/216,text two 01 216,two,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/144,text two 01 144,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/87,text two 01 87,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/181,text two 01 181,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/148,text two 01 148,two,2026-01,1,3.0,0.0,3.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/94,text two 01 94,two,2026-01,1,3.0,0.0,3.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/159,text two 01 159,two,2026-01,1,6.0,0.0,6.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/16,text two 01 16,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/241,text two 01 241,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/180,text two 01 180,two,2026-01,1,3.0,0.0,3.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/44,text two 01 44,two,2026-01,1,6.0,0.0,6.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/142,text two 01 142,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/331,text two 01 331,two,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/303,text two 01 303,two,2026-01,1,6.0,0.0,6.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/239,text two 01 239,two,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/288,text two 01 288,two,2026-01,1,3.0,0.0,3.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/318,text two 01 318,two,2026-01,1,3.0,0.0,3.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/34,text two 01 34,two,2026-01,1,6.0,0.0,6.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/138,text two 01 138,two,2026-01,1,3.0,0.0,3.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/8,text two 01 8,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/11,text two 01 11,two,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/81,text two 01 81,two,2026-01,1,6.0,0.0,6.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/328,text two 01 328,two,2026-01,1,6.0,0.0,6.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/343,text two 01 343,two,2026-01,1,3.0,0.0,3.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/188,text two 01 188,two,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/244,text two 01 244,two,2026-01,1,6.0,0.0,6.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/310,text two 01 310,two,2026-01,1,3.0,0.0,3.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/268,text two 01 268,two,2026-01,1,3.0,0.0,3.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/154,text two 01 154,two,2026-01,1,3.0,0.0,3.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/390,text two 01 390,two,2026-01,1,3.0,0.0,3.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/247,text two 01 247,two,2026-01,1,6.0,0.0,6.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/348,text two 01 348,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/354,text two 01 354,two,2026-01,1,6.0,0.0,6.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/39,text two 01 39,two,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/65,text two 01 65,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/33,text two 01 33,two,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/346,text two 01 346,two,2026-01,1,6.0,0.0,6.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/48,text two 01 48,two,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/80,text two 01 80,two,2026-01,1,0.0,0.0,0.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/389,text two 01 389,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/377,text two 01 377,two,2026-01,1,3.0,0.0,3.0,1.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/285,text two 01 285,two,2026-01,1,6.0,0.0,6.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/146,text two 01 146,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
http://x/two/01/269,text two 01 269,two,2026-01,1,0.0,0.0,0.0,0.0,remainder,0,0.1558073654390935,6.418181818181818,6.418181818181818,1932643646
